WLCverse,curr,ckind
6976,c26466,Verbal clauses
6976,c26467,Verbal clauses
6976,c26468,Verbal clauses
6976,c26469,Verbal clauses
6976,c26470,Verbal clauses
6977,c26471,Verbal clauses
6977,c26472,Verbal clauses
6977,c26473,Verbal clauses
6977,c26474,Verbal clauses
6977,c26475,Verbal clauses
6977,c26476,Verbal clauses
6978,c26477,Verbal clauses
6978,c26478,Nominal clauses
6978,c26479,Nominal clauses
6978,c26480,Verbal clauses
6978,c26481,Verbal clauses
6979,c26482,Verbal clauses
6979,c26483,Verbal clauses
6979,c26484,Clauses without predication
6979,c26485,Verbal clauses
6979,c26486,Verbal clauses
6979,c26487,Clauses without predication
6979,c26488,Verbal clauses
6980,c26489,Verbal clauses
6980,c26490,Verbal clauses
6980,c26491,Verbal clauses
6980,c26492,Nominal clauses
6980,c26493,Nominal clauses
6981,c26494,Verbal clauses
6981,c26495,Verbal clauses
6981,c26496,Verbal clauses
6981,c26497,Verbal clauses
6981,c26498,Nominal clauses
6981,c26499,Verbal clauses
6981,c26500,Verbal clauses
6981,c26501,Verbal clauses
6981,c26502,Verbal clauses
6982,c26503,Verbal clauses
6982,c26504,Verbal clauses
6982,c26505,Verbal clauses
6982,c26506,Verbal clauses
6982,c26507,Verbal clauses
6983,c26508,Verbal clauses
6983,c26509,Nominal clauses
6984,c26510,Verbal clauses
6984,c26511,Clauses without predication
6984,c26512,Verbal clauses
6984,c26513,Verbal clauses
6984,c26514,Verbal clauses
6984,c26515,Nominal clauses
6984,c26516,Verbal clauses
6984,c26517,Verbal clauses
6984,c26518,Verbal clauses
6985,c26519,Verbal clauses
6985,c26520,Verbal clauses
6985,c26521,Verbal clauses
6985,c26522,Verbal clauses
6985,c26523,Verbal clauses
6986,c26524,Verbal clauses
6986,c26525,Verbal clauses
6986,c26526,Verbal clauses
6986,c26527,Verbal clauses
6986,c26528,Verbal clauses
6987,c26529,Clauses without predication
6987,c26530,Nominal clauses
6987,c26531,Verbal clauses
6987,c26532,Verbal clauses
6987,c26533,Verbal clauses
6988,c26534,Nominal clauses
6988,c26535,Verbal clauses
6988,c26536,Nominal clauses
6988,c26537,Verbal clauses
6989,c26538,Verbal clauses
6989,c26539,Nominal clauses
6989,c26540,Verbal clauses
6990,c26541,Verbal clauses
6990,c26542,Verbal clauses
6990,c26543,Verbal clauses
6990,c26544,Verbal clauses
6990,c26545,Verbal clauses
6991,c26546,Verbal clauses
6991,c26547,Verbal clauses
6991,c26548,Verbal clauses
6991,c26549,Nominal clauses
6991,c26550,Verbal clauses
6991,c26551,Verbal clauses
6991,c26552,Verbal clauses
6992,c26553,Verbal clauses
6992,c26554,Verbal clauses
6992,c26555,Verbal clauses
6992,c26556,Verbal clauses
6992,c26557,Verbal clauses
6993,c26558,Verbal clauses
6993,c26559,Verbal clauses
6993,c26560,Verbal clauses
6994,c26561,Verbal clauses
6994,c26562,Verbal clauses
6994,c26563,Verbal clauses
6995,c26564,Verbal clauses
6995,c26565,Verbal clauses
6995,c26566,Verbal clauses
6995,c26567,Verbal clauses
6996,c26568,Nominal clauses
6996,c26569,Verbal clauses
6996,c26570,Verbal clauses
6996,c26571,Verbal clauses
6997,c26572,Verbal clauses
6997,c26573,Verbal clauses
6997,c26574,Verbal clauses
6997,c26575,Verbal clauses
6997,c26576,Verbal clauses
6997,c26577,Verbal clauses
6997,c26578,Verbal clauses
6997,c26579,Verbal clauses
6998,c26580,Nominal clauses
6998,c26581,Verbal clauses
6998,c26582,Verbal clauses
6998,c26583,Verbal clauses
6998,c26584,Verbal clauses
6998,c26585,Verbal clauses
6998,c26586,Nominal clauses
6999,c26587,Verbal clauses
6999,c26588,Verbal clauses
6999,c26589,Verbal clauses
6999,c26590,Verbal clauses
7000,c26591,Verbal clauses
7000,c26592,Verbal clauses
7000,c26593,Verbal clauses
7000,c26594,Verbal clauses
7000,c26595,Verbal clauses
7001,c26596,Verbal clauses
7001,c26597,Verbal clauses
7001,c26598,Nominal clauses
7001,c26599,Verbal clauses
7002,c26600,Verbal clauses
7002,c26601,Verbal clauses
7002,c26602,Verbal clauses
7002,c26603,Nominal clauses
7002,c26604,Verbal clauses
7002,c26605,Verbal clauses
7002,c26606,Verbal clauses
7002,c26607,Nominal clauses
7002,c26608,Nominal clauses
7003,c26609,Verbal clauses
7003,c26610,Verbal clauses
7003,c26611,Nominal clauses
7004,c26612,Verbal clauses
7004,c26613,Verbal clauses
7004,c26614,Verbal clauses
7004,c26615,Verbal clauses
7004,c26616,Nominal clauses
7004,c26617,Verbal clauses
7004,c26618,Verbal clauses
7004,c26619,Verbal clauses
7004,c26620,Verbal clauses
7004,c26621,Verbal clauses
7005,c26622,Verbal clauses
7005,c26623,Verbal clauses
7005,c26624,Nominal clauses
7005,c26625,Verbal clauses
7005,c26626,Nominal clauses
7005,c26627,Nominal clauses
7006,c26628,Verbal clauses
7006,c26629,Verbal clauses
7007,c26630,Verbal clauses
7007,c26631,Verbal clauses
7007,c26632,Verbal clauses
7007,c26633,Nominal clauses
7008,c26634,Verbal clauses
7008,c26635,Verbal clauses
7009,c26636,Verbal clauses
7009,c26637,Verbal clauses
7009,c26638,Verbal clauses
7009,c26639,Verbal clauses
7009,c26640,Verbal clauses
7009,c26641,Nominal clauses
7009,c26642,Verbal clauses
7009,c26643,Verbal clauses
7010,c26644,Verbal clauses
7010,c26645,Verbal clauses
7010,c26646,Verbal clauses
7011,c26647,Verbal clauses
7011,c26648,Verbal clauses
7011,c26649,Verbal clauses
7011,c26650,Nominal clauses
7012,c26651,Verbal clauses
7012,c26652,Verbal clauses
7012,c26653,Verbal clauses
7012,c26654,Verbal clauses
7012,c26655,Verbal clauses
7012,c26656,Verbal clauses
7012,c26657,Clauses without predication
7012,c26658,Verbal clauses
7013,c26659,Verbal clauses
7013,c26660,Verbal clauses
7013,c26661,Verbal clauses
7013,c26662,Verbal clauses
7014,c26663,Verbal clauses
7014,c26664,Verbal clauses
7014,c26665,Verbal clauses
7014,c26666,Verbal clauses
7014,c26667,Verbal clauses
7014,c26668,Nominal clauses
7014,c26669,Verbal clauses
7014,c26670,Verbal clauses
7015,c26671,Verbal clauses
7015,c26672,Verbal clauses
7015,c26673,Verbal clauses
7016,c26674,Verbal clauses
7016,c26675,Verbal clauses
7016,c26676,Verbal clauses
7017,c26677,Verbal clauses
7017,c26678,Verbal clauses
7017,c26679,Nominal clauses
7017,c26680,Nominal clauses
7017,c26681,Verbal clauses
7017,c26682,Verbal clauses
7018,c26683,Verbal clauses
7018,c26684,Verbal clauses
7018,c26685,Verbal clauses
7018,c26686,Nominal clauses
7018,c26687,Verbal clauses
7019,c26688,Verbal clauses
7019,c26689,Verbal clauses
7019,c26690,Verbal clauses
7019,c26691,Verbal clauses
7019,c26692,Clauses without predication
7019,c26693,Verbal clauses
7019,c26694,Nominal clauses
7019,c26695,Verbal clauses
7019,c26696,Nominal clauses
7020,c26697,Verbal clauses
7020,c26698,Verbal clauses
7020,c26699,Verbal clauses
7020,c26700,Verbal clauses
7021,c26701,Verbal clauses
7021,c26702,Verbal clauses
7021,c26703,Nominal clauses
7021,c26704,Verbal clauses
7021,c26705,Verbal clauses
7022,c26706,Verbal clauses
7022,c26707,Verbal clauses
7022,c26708,Nominal clauses
7022,c26709,Verbal clauses
7022,c26710,Verbal clauses
7022,c26711,Verbal clauses
7022,c26712,Verbal clauses
7023,c26713,Verbal clauses
7023,c26714,Nominal clauses
7023,c26715,Nominal clauses
7023,c26716,Nominal clauses
7023,c26717,Nominal clauses
7023,c26718,Verbal clauses
7023,c26719,Verbal clauses
7024,c26720,Verbal clauses
7024,c26721,Verbal clauses
7024,c26722,Nominal clauses
7025,c26723,Verbal clauses
7025,c26724,Clauses without predication
7025,c26725,Verbal clauses
7025,c26726,Verbal clauses
7026,c26727,Verbal clauses
7026,c26728,Verbal clauses
7026,c26729,Verbal clauses
7026,c26730,Verbal clauses
7027,c26731,Verbal clauses
7027,c26732,Nominal clauses
7027,c26733,Verbal clauses
7027,c26734,Verbal clauses
7028,c26735,Verbal clauses
7028,c26736,Verbal clauses
7028,c26737,Verbal clauses
7029,c26738,Verbal clauses
7029,c26739,Verbal clauses
7029,c26740,Verbal clauses
7029,c26741,Verbal clauses
7029,c26742,Nominal clauses
7029,c26743,Verbal clauses
7029,c26744,Verbal clauses
7029,c26745,Verbal clauses
7029,c26746,Verbal clauses
7030,c26747,Verbal clauses
7030,c26748,Verbal clauses
7030,c26749,Verbal clauses
7030,c26750,Verbal clauses
7030,c26751,Verbal clauses
7031,c26752,Verbal clauses
7031,c26753,Verbal clauses
7031,c26754,Verbal clauses
7031,c26755,Verbal clauses
7031,c26756,Verbal clauses
7031,c26757,Verbal clauses
7031,c26758,Verbal clauses
7032,c26759,Verbal clauses
7032,c26760,Verbal clauses
7032,c26761,Verbal clauses
7032,c26762,Verbal clauses
7032,c26763,Verbal clauses
7032,c26764,Verbal clauses
7032,c26765,Verbal clauses
7033,c26766,Verbal clauses
7033,c26767,Verbal clauses
7033,c26768,Verbal clauses
7033,c26769,Verbal clauses
7033,c26770,Verbal clauses
7034,c26771,Verbal clauses
7034,c26772,Verbal clauses
7034,c26773,Verbal clauses
7034,c26774,Verbal clauses
7034,c26775,Verbal clauses
7034,c26776,Verbal clauses
7034,c26777,Verbal clauses
7035,c26778,Verbal clauses
7035,c26779,Verbal clauses
7035,c26780,Verbal clauses
7035,c26781,Verbal clauses
7035,c26782,Verbal clauses
7035,c26783,Verbal clauses
7035,c26784,Verbal clauses
7035,c26785,Verbal clauses
7035,c26786,Verbal clauses
7035,c26787,Verbal clauses
7035,c26788,Verbal clauses
7035,c26789,Verbal clauses
7036,c26790,Verbal clauses
7036,c26791,Verbal clauses
7036,c26792,Verbal clauses
7036,c26793,Verbal clauses
7036,c26794,Verbal clauses
7036,c26795,Nominal clauses
7036,c26796,Nominal clauses
7036,c26797,Nominal clauses
7037,c26798,Nominal clauses
7037,c26799,Verbal clauses
7037,c26800,Verbal clauses
7037,c26801,Verbal clauses
7037,c26802,Verbal clauses
7037,c26803,Verbal clauses
7038,c26804,Verbal clauses
7038,c26805,Verbal clauses
7038,c26806,Nominal clauses
7038,c26807,Verbal clauses
7039,c26808,Verbal clauses
7039,c26809,Verbal clauses
7039,c26810,Verbal clauses
7039,c26811,Verbal clauses
7040,c26812,Verbal clauses
7040,c26813,Verbal clauses
7040,c26814,Verbal clauses
7040,c26815,Nominal clauses
7041,c26816,Verbal clauses
7041,c26817,Verbal clauses
7041,c26818,Verbal clauses
7041,c26819,Verbal clauses
7041,c26820,Verbal clauses
7041,c26821,Verbal clauses
7041,c26822,Verbal clauses
7042,c26823,Verbal clauses
7042,c26824,Nominal clauses
7042,c26825,Verbal clauses
7042,c26826,Nominal clauses
7043,c26827,Verbal clauses
7043,c26828,Verbal clauses
7043,c26829,Verbal clauses
7043,c26830,Verbal clauses
7043,c26831,Verbal clauses
7044,c26832,Verbal clauses
7044,c26833,Verbal clauses
7044,c26834,Nominal clauses
7044,c26835,Verbal clauses
7044,c26836,Verbal clauses
7044,c26837,Verbal clauses
7045,c26838,Nominal clauses
7045,c26839,Nominal clauses
7045,c26840,Nominal clauses
7046,c26841,Verbal clauses
7046,c26842,Nominal clauses
7046,c26843,Nominal clauses
7046,c26844,Verbal clauses
7047,c26845,Verbal clauses
7047,c26846,Verbal clauses
7047,c26847,Verbal clauses
7047,c26848,Verbal clauses
7047,c26849,Verbal clauses
7048,c26850,Verbal clauses
7048,c26851,Verbal clauses
7048,c26852,Verbal clauses
7048,c26853,Verbal clauses
7048,c26854,Verbal clauses
7048,c26855,Verbal clauses
7048,c26856,Verbal clauses
7048,c26857,Verbal clauses
7049,c26858,Verbal clauses
7049,c26859,Verbal clauses
7049,c26860,Clauses without predication
7049,c26861,Clauses without predication
7049,c26862,Verbal clauses
7049,c26863,Verbal clauses
7049,c26864,Verbal clauses
7050,c26865,Clauses without predication
7050,c26866,Verbal clauses
7050,c26867,Verbal clauses
7050,c26868,Verbal clauses
7050,c26869,Nominal clauses
7050,c26870,Verbal clauses
7051,c26871,Verbal clauses
7051,c26872,Verbal clauses
7051,c26873,Verbal clauses
7051,c26874,Verbal clauses
7051,c26875,Verbal clauses
7051,c26876,Verbal clauses
7051,c26877,Verbal clauses
7051,c26878,Verbal clauses
7052,c26879,Verbal clauses
7052,c26880,Verbal clauses
7052,c26881,Verbal clauses
7052,c26882,Nominal clauses
7052,c26883,Verbal clauses
7053,c26884,Verbal clauses
7053,c26885,Verbal clauses
7053,c26886,Verbal clauses
7053,c26887,Verbal clauses
7053,c26888,Verbal clauses
7053,c26889,Nominal clauses
7054,c26890,Verbal clauses
7054,c26891,Verbal clauses
7054,c26892,Verbal clauses
7054,c26893,Nominal clauses
7054,c26894,Verbal clauses
7054,c26895,Verbal clauses
7054,c26896,Verbal clauses
7055,c26897,Verbal clauses
7055,c26898,Verbal clauses
7055,c26899,Verbal clauses
7055,c26900,Verbal clauses
7055,c26901,Verbal clauses
7056,c26902,Clauses without predication
7056,c26903,Clauses without predication
7056,c26904,Verbal clauses
7056,c26905,Verbal clauses
7056,c26906,Verbal clauses
7056,c26907,Verbal clauses
7056,c26908,Verbal clauses
7056,c26909,Verbal clauses
7056,c26910,Verbal clauses
7056,c26911,Verbal clauses
7056,c26912,Verbal clauses
7057,c26913,Verbal clauses
7057,c26914,Verbal clauses
7058,c26915,Verbal clauses
7058,c26916,Nominal clauses
7058,c26917,Verbal clauses
7059,c26918,Verbal clauses
7059,c26919,Verbal clauses
7059,c26920,Verbal clauses
7059,c26921,Verbal clauses
7059,c26922,Verbal clauses
7060,c26923,Verbal clauses
7060,c26924,Verbal clauses
7060,c26925,Verbal clauses
7060,c26926,Nominal clauses
7060,c26927,Verbal clauses
7060,c26928,Verbal clauses
7061,c26929,Verbal clauses
7061,c26930,Verbal clauses
7061,c26931,Verbal clauses
7061,c26932,Verbal clauses
7061,c26933,Verbal clauses
7061,c26934,Verbal clauses
7062,c26935,Verbal clauses
7062,c26936,Verbal clauses
7062,c26937,Verbal clauses
7062,c26938,Verbal clauses
7063,c26939,Nominal clauses
7063,c26940,Verbal clauses
7064,c26941,Verbal clauses
7064,c26942,Verbal clauses
7064,c26943,Verbal clauses
7064,c26944,Clauses without predication
7064,c26945,Verbal clauses
7064,c26946,Clauses without predication
7065,c26947,Clauses without predication
7065,c26948,Nominal clauses
7065,c26949,Verbal clauses
7065,c26950,Clauses without predication
7066,c26951,Verbal clauses
7066,c26952,Verbal clauses
7066,c26953,Verbal clauses
7066,c26954,Verbal clauses
7066,c26955,Verbal clauses
7066,c26956,Verbal clauses
7067,c26957,Verbal clauses
7067,c26958,Nominal clauses
7068,c26959,Verbal clauses
7068,c26960,Verbal clauses
7068,c26961,Nominal clauses
7068,c26962,Verbal clauses
7069,c26963,Clauses without predication
7069,c26964,Verbal clauses
7069,c26965,Nominal clauses
7069,c26966,Verbal clauses
7069,c26967,Verbal clauses
7069,c26968,Verbal clauses
7069,c26969,Verbal clauses
7070,c26970,Verbal clauses
7070,c26971,Verbal clauses
7071,c26972,Verbal clauses
7071,c26973,Verbal clauses
7071,c26974,Verbal clauses
7072,c26975,Nominal clauses
7072,c26976,Verbal clauses
7072,c26977,Verbal clauses
7073,c26978,Verbal clauses
7073,c26979,Verbal clauses
7073,c26980,Nominal clauses
7074,c26981,Verbal clauses
7074,c26982,Verbal clauses
7074,c26983,Verbal clauses
7074,c26984,Verbal clauses
7074,c26985,Verbal clauses
7074,c26986,Verbal clauses
7074,c26987,Nominal clauses
7075,c26988,Verbal clauses
7075,c26989,Verbal clauses
7076,c26990,Verbal clauses
7076,c26991,Verbal clauses
7077,c26992,Verbal clauses
7077,c26993,Verbal clauses
7078,c26994,Verbal clauses
7078,c26995,Verbal clauses
7078,c26996,Verbal clauses
7078,c26997,Verbal clauses
7079,c26998,Verbal clauses
7079,c26999,Verbal clauses
7079,c27000,Verbal clauses
7079,c27001,Verbal clauses
7079,c27002,Verbal clauses
7079,c27003,Verbal clauses
7079,c27004,Verbal clauses
7079,c27005,Verbal clauses
7080,c27006,Verbal clauses
7081,c27007,Verbal clauses
7081,c27008,Verbal clauses
7081,c27009,Verbal clauses
7081,c27010,Verbal clauses
7081,c27011,Nominal clauses
7082,c27012,Verbal clauses
7082,c27013,Verbal clauses
7082,c27014,Verbal clauses
7082,c27015,Verbal clauses
7082,c27016,Verbal clauses
7082,c27017,Verbal clauses
7083,c27018,Verbal clauses
7083,c27019,Nominal clauses
7084,c27020,Verbal clauses
7084,c27021,Verbal clauses
7084,c27022,Verbal clauses
7084,c27023,Verbal clauses
7084,c27024,Verbal clauses
7084,c27025,Verbal clauses
7084,c27026,Verbal clauses
7084,c27027,Verbal clauses
7085,c27028,Verbal clauses
7086,c27029,Verbal clauses
7086,c27030,Verbal clauses
7087,c27031,Verbal clauses
7087,c27032,Verbal clauses
7087,c27033,Verbal clauses
7087,c27034,Verbal clauses
7087,c27035,Verbal clauses
7087,c27036,Verbal clauses
7087,c27037,Clauses without predication
7087,c27038,Verbal clauses
7088,c27039,Verbal clauses
7088,c27040,Verbal clauses
7088,c27041,Verbal clauses
7088,c27042,Verbal clauses
7088,c27043,Verbal clauses
7089,c27044,Verbal clauses
7089,c27045,Verbal clauses
7089,c27046,Verbal clauses
7090,c27047,Verbal clauses
7090,c27048,Verbal clauses
7090,c27049,Verbal clauses
7090,c27050,Verbal clauses
7090,c27051,Verbal clauses
7091,c27052,Verbal clauses
7091,c27053,Verbal clauses
7091,c27054,Verbal clauses
7092,c27055,Verbal clauses
7092,c27056,Verbal clauses
7092,c27057,Verbal clauses
7092,c27058,Verbal clauses
7092,c27059,Verbal clauses
7093,c27060,Verbal clauses
7093,c27061,Verbal clauses
7093,c27062,Verbal clauses
7093,c27063,Verbal clauses
7094,c27064,Verbal clauses
7094,c27065,Verbal clauses
7094,c27066,Verbal clauses
7095,c27067,Verbal clauses
7095,c27068,Verbal clauses
7095,c27069,Verbal clauses
7095,c27070,Verbal clauses
7095,c27071,Verbal clauses
7096,c27072,Verbal clauses
7096,c27073,Verbal clauses
7096,c27074,Verbal clauses
7096,c27075,Verbal clauses
7096,c27076,Nominal clauses
7096,c27077,Verbal clauses
7097,c27078,Verbal clauses
7097,c27079,Verbal clauses
7097,c27080,Verbal clauses
7097,c27081,Verbal clauses
7098,c27082,Verbal clauses
7098,c27083,Verbal clauses
7098,c27084,Verbal clauses
7098,c27085,Nominal clauses
7098,c27086,Verbal clauses
7099,c27087,Verbal clauses
7099,c27088,Verbal clauses
7099,c27089,Verbal clauses
7100,c27090,Verbal clauses
7100,c27091,Nominal clauses
7101,c27092,Verbal clauses
7101,c27093,Verbal clauses
7101,c27094,Verbal clauses
7101,c27095,Verbal clauses
7101,c27096,Verbal clauses
7102,c27097,Verbal clauses
7102,c27098,Verbal clauses
7102,c27099,Verbal clauses
7102,c27100,Verbal clauses
7102,c27101,Verbal clauses
7102,c27102,Nominal clauses
7103,c27103,Verbal clauses
7103,c27104,Verbal clauses
7103,c27105,Verbal clauses
7104,c27106,Verbal clauses
7104,c27107,Verbal clauses
7104,c27108,Verbal clauses
7104,c27109,Verbal clauses
7104,c27110,Verbal clauses
7104,c27111,Verbal clauses
7105,c27112,Verbal clauses
7105,c27113,Verbal clauses
7105,c27114,Verbal clauses
7106,c27115,Verbal clauses
7106,c27116,Verbal clauses
7106,c27117,Verbal clauses
7106,c27118,Verbal clauses
7107,c27119,Verbal clauses
7107,c27120,Verbal clauses
7107,c27121,Clauses without predication
7107,c27122,Verbal clauses
7107,c27123,Verbal clauses
7108,c27124,Verbal clauses
7108,c27125,Verbal clauses
7108,c27126,Verbal clauses
7108,c27127,Verbal clauses
7109,c27128,Verbal clauses
7109,c27129,Nominal clauses
7109,c27130,Verbal clauses
7109,c27131,Verbal clauses
7109,c27132,Verbal clauses
7109,c27133,Verbal clauses
7109,c27134,Verbal clauses
7110,c27135,Verbal clauses
7110,c27136,Verbal clauses
7110,c27137,Verbal clauses
7111,c27138,Verbal clauses
7111,c27139,Verbal clauses
7111,c27140,Verbal clauses
7112,c27141,Verbal clauses
7112,c27142,Nominal clauses
7112,c27143,Verbal clauses
7112,c27144,Nominal clauses
7112,c27145,Verbal clauses
7113,c27146,Verbal clauses
7113,c27147,Nominal clauses
7113,c27148,Nominal clauses
7114,c27149,Verbal clauses
7114,c27150,Verbal clauses
7114,c27151,Verbal clauses
7114,c27152,Verbal clauses
7114,c27153,Verbal clauses
7115,c27154,Nominal clauses
7115,c27155,Verbal clauses
7115,c27156,Verbal clauses
7115,c27157,Verbal clauses
7115,c27158,Verbal clauses
7116,c27159,Verbal clauses
7116,c27160,Verbal clauses
7116,c27161,Verbal clauses
7116,c27162,Nominal clauses
7117,c27163,Verbal clauses
7117,c27164,Verbal clauses
7117,c27165,Nominal clauses
7117,c27166,Verbal clauses
7118,c27167,Verbal clauses
7118,c27168,Verbal clauses
7118,c27169,Verbal clauses
7118,c27170,Verbal clauses
7119,c27171,Verbal clauses
7119,c27172,Verbal clauses
7120,c27173,Verbal clauses
7120,c27174,Verbal clauses
