WLCverse,curr,ckind
17193,c70451,Verbal clauses
17194,c70452,Verbal clauses
17194,c70453,Verbal clauses
17195,c70454,Verbal clauses
17195,c70455,Verbal clauses
17195,c70456,Verbal clauses
17196,c70457,Nominal clauses
17196,c70458,Nominal clauses
17197,c70459,Verbal clauses
17197,c70460,Verbal clauses
17198,c70461,Verbal clauses
17198,c70462,Verbal clauses
17198,c70463,Verbal clauses
17199,c70464,Verbal clauses
17199,c70465,Verbal clauses
17200,c70466,Verbal clauses
17200,c70467,Verbal clauses
17201,c70468,Verbal clauses
17201,c70469,Verbal clauses
17202,c70470,Verbal clauses
17202,c70471,Verbal clauses
17203,c70472,Verbal clauses
17203,c70473,Clauses without predication
17203,c70474,Verbal clauses
17204,c70475,Verbal clauses
17204,c70476,Verbal clauses
17205,c70477,Verbal clauses
17205,c70478,Clauses without predication
17205,c70479,Verbal clauses
17205,c70480,Verbal clauses
17206,c70481,Verbal clauses
17206,c70482,Verbal clauses
17206,c70483,Verbal clauses
17207,c70484,Verbal clauses
17207,c70485,Verbal clauses
17208,c70486,Verbal clauses
17208,c70487,Clauses without predication
17209,c70488,Verbal clauses
17209,c70489,Verbal clauses
17209,c70490,Verbal clauses
17210,c70491,Verbal clauses
17210,c70492,Nominal clauses
17211,c70493,Verbal clauses
17211,c70494,Verbal clauses
17211,c70495,Nominal clauses
17212,c70496,Verbal clauses
17212,c70497,Verbal clauses
17213,c70498,Verbal clauses
17213,c70499,Clauses without predication
17213,c70500,Clauses without predication
17214,c70501,Verbal clauses
17214,c70502,Verbal clauses
17215,c70503,Verbal clauses
17215,c70504,Verbal clauses
17216,c70505,Verbal clauses
17217,c70506,Verbal clauses
17217,c70507,Verbal clauses
17218,c70508,Verbal clauses
17218,c70509,Verbal clauses
17219,c70510,Verbal clauses
17219,c70511,Verbal clauses
17220,c70512,Verbal clauses
17220,c70513,Verbal clauses
17220,c70514,Verbal clauses
17221,c70515,Verbal clauses
17221,c70516,Verbal clauses
17222,c70517,Nominal clauses
17222,c70518,Verbal clauses
17223,c70519,Verbal clauses
17223,c70520,Verbal clauses
17224,c70521,Verbal clauses
17224,c70522,Clauses without predication
17224,c70523,Verbal clauses
17225,c70524,Verbal clauses
17225,c70525,Verbal clauses
17226,c70526,Verbal clauses
17227,c70527,Verbal clauses
17227,c70528,Clauses without predication
17227,c70529,Verbal clauses
17228,c70530,Verbal clauses
17228,c70531,Verbal clauses
17229,c70532,Nominal clauses
17229,c70533,Verbal clauses
17229,c70534,Verbal clauses
17230,c70535,Verbal clauses
17230,c70536,Verbal clauses
17231,c70537,Verbal clauses
17231,c70538,Verbal clauses
17232,c70539,Verbal clauses
17232,c70540,Verbal clauses
17232,c70541,Verbal clauses
17233,c70542,Verbal clauses
17233,c70543,Verbal clauses
17234,c70544,Verbal clauses
17234,c70545,Verbal clauses
17235,c70546,Nominal clauses
17235,c70547,Verbal clauses
17235,c70548,Clauses without predication
17236,c70549,Verbal clauses
17236,c70550,Clauses without predication
17236,c70551,Verbal clauses
17236,c70552,Verbal clauses
17237,c70553,Verbal clauses
17237,c70554,Clauses without predication
17237,c70555,Verbal clauses
17238,c70556,Verbal clauses
17238,c70557,Verbal clauses
17239,c70558,Verbal clauses
17239,c70559,Verbal clauses
17239,c70560,Verbal clauses
17240,c70561,Nominal clauses
17240,c70562,Verbal clauses
17240,c70563,Verbal clauses
17241,c70564,Verbal clauses
17241,c70565,Verbal clauses
17242,c70566,Verbal clauses
17242,c70567,Verbal clauses
17243,c70568,Verbal clauses
17243,c70569,Verbal clauses
17243,c70570,Verbal clauses
17244,c70571,Nominal clauses
17245,c70572,Verbal clauses
17245,c70573,Verbal clauses
17245,c70574,Verbal clauses
17245,c70575,Verbal clauses
17246,c70576,Verbal clauses
17246,c70577,Verbal clauses
17246,c70578,Verbal clauses
17247,c70579,Verbal clauses
17247,c70580,Clauses without predication
17247,c70581,Nominal clauses
17247,c70582,Verbal clauses
17248,c70583,Verbal clauses
17248,c70584,Verbal clauses
17248,c70585,Verbal clauses
17249,c70586,Verbal clauses
17249,c70587,Verbal clauses
17249,c70588,Nominal clauses
17250,c70589,Verbal clauses
17250,c70590,Verbal clauses
17250,c70591,Verbal clauses
17251,c70592,Verbal clauses
17251,c70593,Verbal clauses
17252,c70594,Verbal clauses
17252,c70595,Verbal clauses
17253,c70596,Verbal clauses
17253,c70597,Verbal clauses
17254,c70598,Verbal clauses
17254,c70599,Verbal clauses
17254,c70600,Verbal clauses
17255,c70601,Verbal clauses
17255,c70602,Verbal clauses
17256,c70603,Nominal clauses
17256,c70604,Verbal clauses
17257,c70605,Verbal clauses
17257,c70606,Nominal clauses
17258,c70607,Nominal clauses
17258,c70608,Verbal clauses
17258,c70609,Verbal clauses
17259,c70610,Verbal clauses
17259,c70611,Verbal clauses
17260,c70612,Verbal clauses
17260,c70613,Verbal clauses
17261,c70614,Verbal clauses
17261,c70615,Clauses without predication
17261,c70616,Verbal clauses
17262,c70617,Nominal clauses
17262,c70618,Verbal clauses
17262,c70619,Verbal clauses
17263,c70620,Verbal clauses
17263,c70621,Nominal clauses
17264,c70622,Nominal clauses
17264,c70623,Verbal clauses
17265,c70624,Verbal clauses
17265,c70625,Verbal clauses
17266,c70626,Nominal clauses
17266,c70627,Verbal clauses
17266,c70628,Verbal clauses
17267,c70629,Verbal clauses
17267,c70630,Verbal clauses
17267,c70631,Verbal clauses
17268,c70632,Verbal clauses
17268,c70633,Nominal clauses
17269,c70634,Verbal clauses
17269,c70635,Nominal clauses
17270,c70636,Verbal clauses
17270,c70637,Nominal clauses
17271,c70638,Verbal clauses
17271,c70639,Nominal clauses
17272,c70640,Verbal clauses
17272,c70641,Verbal clauses
17273,c70642,Verbal clauses
17273,c70643,Verbal clauses
17274,c70644,Verbal clauses
17274,c70645,Verbal clauses
17275,c70646,Verbal clauses
17275,c70647,Clauses without predication
17276,c70648,Verbal clauses
17276,c70649,Verbal clauses
17277,c70650,Nominal clauses
17277,c70651,Nominal clauses
17278,c70652,Verbal clauses
17278,c70653,Verbal clauses
17278,c70654,Verbal clauses
17279,c70655,Verbal clauses
17279,c70656,Clauses without predication
17279,c70657,Verbal clauses
17280,c70658,Verbal clauses
17280,c70659,Clauses without predication
17280,c70660,Verbal clauses
17281,c70661,Nominal clauses
17281,c70662,Verbal clauses
17282,c70663,Verbal clauses
17282,c70664,Verbal clauses
17283,c70665,Verbal clauses
17283,c70666,Nominal clauses
17284,c70667,Verbal clauses
17284,c70668,Verbal clauses
17285,c70669,Verbal clauses
17285,c70670,Verbal clauses
17286,c70671,Nominal clauses
17286,c70672,Verbal clauses
17287,c70673,Verbal clauses
17287,c70674,Clauses without predication
17287,c70675,Verbal clauses
17288,c70676,Verbal clauses
17288,c70677,Verbal clauses
17288,c70678,Verbal clauses
17289,c70679,Verbal clauses
17289,c70680,Verbal clauses
17289,c70681,Verbal clauses
17290,c70682,Verbal clauses
17290,c70683,Verbal clauses
17290,c70684,Nominal clauses
17291,c70685,Verbal clauses
17291,c70686,Verbal clauses
17292,c70687,Verbal clauses
17292,c70688,Verbal clauses
17293,c70689,Verbal clauses
17293,c70690,Verbal clauses
17294,c70691,Verbal clauses
17294,c70692,Verbal clauses
17295,c70693,Verbal clauses
17296,c70694,Verbal clauses
17296,c70695,Verbal clauses
17297,c70696,Nominal clauses
17297,c70697,Verbal clauses
17297,c70698,Verbal clauses
17298,c70699,Nominal clauses
17298,c70700,Verbal clauses
17298,c70701,Nominal clauses
17298,c70702,Verbal clauses
17299,c70703,Verbal clauses
17300,c70704,Verbal clauses
17300,c70705,Verbal clauses
17301,c70706,Nominal clauses
17301,c70707,Verbal clauses
17302,c70708,Verbal clauses
17302,c70709,Verbal clauses
17303,c70710,Verbal clauses
17303,c70711,Verbal clauses
17303,c70712,Verbal clauses
17304,c70713,Verbal clauses
17304,c70714,Verbal clauses
17305,c70715,Verbal clauses
17305,c70716,Verbal clauses
17306,c70717,Verbal clauses
17306,c70718,Verbal clauses
17307,c70719,Verbal clauses
17307,c70720,Verbal clauses
17308,c70721,Verbal clauses
17308,c70722,Verbal clauses
17309,c70723,Nominal clauses
17309,c70724,Clauses without predication
17309,c70725,Nominal clauses
17310,c70726,Verbal clauses
17311,c70727,Verbal clauses
17311,c70728,Verbal clauses
17312,c70729,Verbal clauses
17312,c70730,Verbal clauses
17313,c70731,Nominal clauses
17313,c70732,Nominal clauses
17313,c70733,Verbal clauses
17314,c70734,Nominal clauses
17314,c70735,Nominal clauses
17315,c70736,Verbal clauses
17315,c70737,Nominal clauses
17316,c70738,Nominal clauses
17316,c70739,Verbal clauses
17316,c70740,Verbal clauses
17317,c70741,Verbal clauses
17317,c70742,Verbal clauses
17317,c70743,Clauses without predication
17317,c70744,Verbal clauses
17318,c70745,Verbal clauses
17318,c70746,Verbal clauses
17318,c70747,Verbal clauses
17319,c70748,Verbal clauses
17319,c70749,Verbal clauses
17319,c70750,Verbal clauses
17320,c70751,Verbal clauses
17320,c70752,Verbal clauses
17321,c70753,Verbal clauses
17321,c70754,Clauses without predication
17321,c70755,Verbal clauses
17322,c70756,Verbal clauses
17322,c70757,Verbal clauses
17323,c70758,Nominal clauses
17323,c70759,Clauses without predication
17323,c70760,Nominal clauses
17324,c70761,Verbal clauses
17324,c70762,Verbal clauses
17325,c70763,Verbal clauses
17325,c70764,Verbal clauses
17325,c70765,Verbal clauses
17326,c70766,Verbal clauses
17326,c70767,Verbal clauses
17326,c70768,Verbal clauses
17327,c70769,Nominal clauses
17327,c70770,Verbal clauses
17328,c70771,Nominal clauses
17328,c70772,Clauses without predication
17328,c70773,Verbal clauses
17329,c70774,Nominal clauses
17329,c70775,Verbal clauses
17330,c70776,Verbal clauses
17330,c70777,Verbal clauses
17330,c70778,Verbal clauses
17331,c70779,Verbal clauses
17331,c70780,Verbal clauses
17331,c70781,Clauses without predication
17331,c70782,Verbal clauses
17332,c70783,Nominal clauses
17332,c70784,Nominal clauses
17333,c70785,Verbal clauses
17333,c70786,Verbal clauses
17334,c70787,Verbal clauses
17334,c70788,Verbal clauses
17335,c70789,Verbal clauses
17335,c70790,Verbal clauses
17335,c70791,Verbal clauses
17336,c70792,Verbal clauses
17337,c70793,Nominal clauses
17337,c70794,Nominal clauses
17338,c70795,Verbal clauses
17338,c70796,Clauses without predication
17338,c70797,Verbal clauses
17339,c70798,Verbal clauses
17339,c70799,Verbal clauses
17340,c70800,Verbal clauses
17340,c70801,Nominal clauses
17341,c70802,Verbal clauses
17341,c70803,Clauses without predication
17341,c70804,Verbal clauses
17342,c70805,Verbal clauses
17342,c70806,Verbal clauses
17343,c70807,Verbal clauses
17343,c70808,Verbal clauses
17344,c70809,Verbal clauses
17344,c70810,Nominal clauses
17345,c70811,Verbal clauses
17345,c70812,Verbal clauses
17345,c70813,Verbal clauses
17346,c70814,Verbal clauses
17346,c70815,Clauses without predication
17346,c70816,Nominal clauses
17347,c70817,Verbal clauses
17347,c70818,Verbal clauses
17347,c70819,Verbal clauses
17348,c70820,Verbal clauses
17348,c70821,Verbal clauses
17348,c70822,Verbal clauses
17349,c70823,Nominal clauses
17349,c70824,Verbal clauses
17349,c70825,Verbal clauses
17350,c70826,Clauses without predication
17350,c70827,Verbal clauses
17350,c70828,Clauses without predication
17351,c70829,Verbal clauses
17351,c70830,Verbal clauses
17351,c70831,Clauses without predication
17352,c70832,Nominal clauses
17352,c70833,Verbal clauses
17352,c70834,Nominal clauses
17353,c70835,Nominal clauses
17353,c70836,Verbal clauses
17353,c70837,Verbal clauses
17354,c70838,Verbal clauses
17355,c70839,Nominal clauses
17355,c70840,Nominal clauses
17355,c70841,Verbal clauses
17355,c70842,Nominal clauses
17356,c70843,Nominal clauses
17356,c70844,Verbal clauses
17356,c70845,Verbal clauses
17357,c70846,Nominal clauses
17358,c70847,Verbal clauses
17358,c70848,Verbal clauses
17359,c70849,Verbal clauses
17359,c70850,Verbal clauses
17360,c70851,Nominal clauses
17360,c70852,Nominal clauses
17361,c70853,Verbal clauses
17361,c70854,Clauses without predication
17362,c70855,Verbal clauses
17362,c70856,Verbal clauses
17363,c70857,Verbal clauses
17363,c70858,Verbal clauses
17363,c70859,Verbal clauses
17363,c70860,Verbal clauses
17364,c70861,Nominal clauses
17364,c70862,Nominal clauses
17364,c70863,Verbal clauses
17364,c70864,Verbal clauses
17364,c70865,Verbal clauses
17365,c70866,Verbal clauses
17365,c70867,Clauses without predication
17366,c70868,Clauses without predication
17366,c70869,Verbal clauses
17366,c70870,Verbal clauses
17367,c70871,Verbal clauses
17367,c70872,Nominal clauses
17367,c70873,Verbal clauses
17368,c70874,Verbal clauses
17368,c70875,Clauses without predication
17369,c70876,Verbal clauses
17369,c70877,Verbal clauses
17370,c70878,Verbal clauses
17370,c70879,Clauses without predication
17371,c70880,Verbal clauses
17371,c70881,Nominal clauses
17372,c70882,Verbal clauses
17373,c70883,Nominal clauses
17373,c70884,Verbal clauses
17373,c70885,Verbal clauses
17374,c70886,Clauses without predication
17374,c70887,Clauses without predication
17374,c70888,Clauses without predication
17374,c70889,Nominal clauses
17374,c70890,Verbal clauses
17375,c70891,Verbal clauses
17375,c70892,Clauses without predication
17375,c70893,Verbal clauses
17375,c70894,Verbal clauses
17376,c70895,Verbal clauses
17376,c70896,Clauses without predication
17377,c70897,Nominal clauses
17377,c70898,Nominal clauses
17377,c70899,Nominal clauses
17377,c70900,Verbal clauses
17377,c70901,Verbal clauses
17378,c70902,Nominal clauses
17378,c70903,Verbal clauses
17378,c70904,Verbal clauses
17379,c70905,Verbal clauses
17379,c70906,Verbal clauses
17380,c70907,Verbal clauses
17380,c70908,Verbal clauses
17381,c70909,Verbal clauses
17382,c70910,Verbal clauses
17382,c70911,Verbal clauses
17383,c70912,Verbal clauses
17383,c70913,Verbal clauses
17383,c70914,Verbal clauses
17384,c70915,Nominal clauses
17385,c70916,Nominal clauses
17385,c70917,Verbal clauses
17385,c70918,Nominal clauses
17385,c70919,Verbal clauses
17385,c70920,Verbal clauses
17386,c70921,Clauses without predication
17386,c70922,Nominal clauses
17386,c70923,Nominal clauses
17387,c70924,Verbal clauses
17387,c70925,Verbal clauses
17388,c70926,Verbal clauses
17388,c70927,Clauses without predication
17388,c70928,Verbal clauses
17389,c70929,Clauses without predication
17389,c70930,Verbal clauses
17389,c70931,Nominal clauses
17390,c70932,Nominal clauses
17390,c70933,Verbal clauses
17390,c70934,Verbal clauses
17391,c70935,Verbal clauses
17391,c70936,Clauses without predication
17391,c70937,Verbal clauses
17391,c70938,Verbal clauses
17391,c70939,Verbal clauses
17392,c70940,Verbal clauses
17392,c70941,Verbal clauses
17392,c70942,Verbal clauses
17393,c70943,Verbal clauses
17393,c70944,Clauses without predication
17393,c70945,Verbal clauses
17394,c70946,Verbal clauses
17394,c70947,Verbal clauses
17395,c70948,Verbal clauses
17395,c70949,Verbal clauses
17395,c70950,Verbal clauses
17395,c70951,Verbal clauses
17395,c70952,Verbal clauses
17396,c70953,Nominal clauses
17396,c70954,Nominal clauses
17396,c70955,Verbal clauses
17396,c70956,Verbal clauses
17396,c70957,Verbal clauses
17396,c70958,Verbal clauses
17397,c70959,Nominal clauses
17397,c70960,Verbal clauses
17397,c70961,Verbal clauses
17397,c70962,Verbal clauses
17397,c70963,Verbal clauses
17397,c70964,Verbal clauses
17397,c70965,Verbal clauses
17398,c70966,Nominal clauses
17398,c70967,Nominal clauses
17399,c70968,Clauses without predication
17399,c70969,Nominal clauses
17400,c70970,Nominal clauses
17400,c70971,Verbal clauses
17400,c70972,Verbal clauses
17400,c70973,Verbal clauses
17401,c70974,Nominal clauses
17401,c70975,Nominal clauses
17401,c70976,Verbal clauses
17402,c70977,Clauses without predication
17402,c70978,Verbal clauses
17402,c70979,Nominal clauses
17402,c70980,Verbal clauses
17403,c70981,Nominal clauses
17403,c70982,Nominal clauses
17404,c70983,Clauses without predication
17404,c70984,Verbal clauses
17404,c70985,Nominal clauses
17405,c70986,Verbal clauses
17405,c70987,Verbal clauses
17406,c70988,Verbal clauses
17406,c70989,Nominal clauses
17407,c70990,Nominal clauses
17407,c70991,Verbal clauses
17407,c70992,Verbal clauses
17408,c70993,Verbal clauses
17408,c70994,Verbal clauses
17409,c70995,Verbal clauses
17409,c70996,Verbal clauses
17410,c70997,Nominal clauses
17410,c70998,Verbal clauses
17411,c70999,Verbal clauses
17411,c71000,Verbal clauses
17412,c71001,Verbal clauses
17412,c71002,Verbal clauses
17412,c71003,Verbal clauses
17413,c71004,Verbal clauses
17413,c71005,Clauses without predication
17414,c71006,Verbal clauses
17414,c71007,Nominal clauses
17414,c71008,Verbal clauses
17415,c71009,Nominal clauses
17415,c71010,Verbal clauses
17415,c71011,Clauses without predication
17416,c71012,Clauses without predication
17416,c71013,Verbal clauses
17416,c71014,Verbal clauses
17417,c71015,Verbal clauses
17417,c71016,Clauses without predication
17417,c71017,Clauses without predication
17417,c71018,Verbal clauses
17418,c71019,Nominal clauses
17418,c71020,Verbal clauses
17419,c71021,Verbal clauses
17419,c71022,Verbal clauses
17419,c71023,Verbal clauses
17420,c71024,Clauses without predication
17420,c71025,Clauses without predication
17420,c71026,Clauses without predication
17421,c71027,Verbal clauses
17421,c71028,Clauses without predication
17421,c71029,Verbal clauses
17421,c71030,Nominal clauses
17421,c71031,Nominal clauses
17422,c71032,Verbal clauses
17423,c71033,Nominal clauses
17423,c71034,Nominal clauses
17423,c71035,Clauses without predication
17423,c71036,Verbal clauses
17423,c71037,Verbal clauses
17423,c71038,Verbal clauses
17424,c71039,Verbal clauses
17424,c71040,Verbal clauses
17424,c71041,Nominal clauses
17425,c71042,Verbal clauses
17425,c71043,Clauses without predication
17425,c71044,Verbal clauses
17426,c71045,Nominal clauses
17426,c71046,Verbal clauses
17426,c71047,Clauses without predication
17426,c71048,Verbal clauses
17427,c71049,Verbal clauses
17427,c71050,Verbal clauses
17428,c71051,Verbal clauses
17428,c71052,Verbal clauses
17429,c71053,Verbal clauses
17429,c71054,Clauses without predication
17430,c71055,Verbal clauses
17430,c71056,Clauses without predication
17431,c71057,Verbal clauses
17431,c71058,Verbal clauses
17432,c71059,Verbal clauses
17432,c71060,Verbal clauses
17433,c71061,Verbal clauses
17433,c71062,Clauses without predication
17433,c71063,Verbal clauses
17434,c71064,Verbal clauses
17434,c71065,Verbal clauses
17435,c71066,Verbal clauses
17436,c71067,Verbal clauses
17436,c71068,Verbal clauses
17436,c71069,Verbal clauses
17437,c71070,Verbal clauses
17437,c71071,Verbal clauses
17437,c71072,Verbal clauses
17438,c71073,Verbal clauses
17438,c71074,Verbal clauses
17439,c71075,Nominal clauses
17439,c71076,Verbal clauses
17439,c71077,Verbal clauses
17440,c71078,Verbal clauses
17440,c71079,Verbal clauses
17441,c71080,Verbal clauses
17441,c71081,Verbal clauses
17442,c71082,Verbal clauses
17442,c71083,Verbal clauses
17443,c71084,Verbal clauses
17443,c71085,Verbal clauses
17444,c71086,Nominal clauses
17444,c71087,Nominal clauses
17444,c71088,Clauses without predication
17444,c71089,Nominal clauses
17444,c71090,Nominal clauses
17444,c71091,Verbal clauses
17445,c71092,Nominal clauses
17445,c71093,Verbal clauses
17445,c71094,Verbal clauses
17446,c71095,Nominal clauses
17446,c71096,Verbal clauses
17446,c71097,Verbal clauses
17446,c71098,Clauses without predication
17447,c71099,Nominal clauses
17447,c71100,Verbal clauses
17447,c71101,Clauses without predication
17447,c71102,Verbal clauses
17448,c71103,Verbal clauses
17448,c71104,Verbal clauses
17449,c71105,Verbal clauses
17449,c71106,Verbal clauses
17450,c71107,Verbal clauses
17450,c71108,Verbal clauses
17450,c71109,Verbal clauses
17450,c71110,Clauses without predication
17451,c71111,Verbal clauses
17452,c71112,Verbal clauses
17452,c71113,Nominal clauses
17452,c71114,Verbal clauses
17452,c71115,Nominal clauses
17453,c71116,Verbal clauses
17453,c71117,Clauses without predication
17454,c71118,Verbal clauses
17454,c71119,Nominal clauses
17454,c71120,Nominal clauses
17455,c71121,Verbal clauses
17455,c71122,Verbal clauses
17455,c71123,Verbal clauses
17456,c71124,Verbal clauses
17456,c71125,Verbal clauses
17456,c71126,Verbal clauses
17457,c71127,Verbal clauses
17458,c71128,Verbal clauses
17458,c71129,Clauses without predication
17458,c71130,Verbal clauses
17459,c71131,Verbal clauses
17459,c71132,Verbal clauses
17460,c71133,Clauses without predication
17461,c71134,Verbal clauses
17461,c71135,Clauses without predication
17462,c71136,Clauses without predication
17462,c71137,Nominal clauses
17462,c71138,Clauses without predication
17462,c71139,Nominal clauses
17463,c71140,Verbal clauses
17463,c71141,Verbal clauses
17464,c71142,Nominal clauses
17464,c71143,Nominal clauses
17465,c71144,Nominal clauses
17465,c71145,Verbal clauses
17465,c71146,Nominal clauses
17465,c71147,Verbal clauses
17466,c71148,Nominal clauses
17466,c71149,Verbal clauses
17466,c71150,Nominal clauses
17467,c71151,Verbal clauses
17467,c71152,Clauses without predication
17467,c71153,Verbal clauses
17468,c71154,Clauses without predication
17468,c71155,Verbal clauses
17468,c71156,Clauses without predication
17468,c71157,Verbal clauses
17469,c71158,Clauses without predication
17469,c71159,Verbal clauses
17469,c71160,Clauses without predication
17469,c71161,Verbal clauses
17470,c71162,Verbal clauses
17470,c71163,Verbal clauses
17470,c71164,Verbal clauses
17471,c71165,Verbal clauses
17471,c71166,Nominal clauses
17471,c71167,Nominal clauses
17472,c71168,Verbal clauses
17472,c71169,Nominal clauses
17473,c71170,Verbal clauses
17473,c71171,Nominal clauses
17474,c71172,Verbal clauses
17474,c71173,Nominal clauses
17475,c71174,Verbal clauses
17475,c71175,Nominal clauses
17476,c71176,Verbal clauses
17476,c71177,Nominal clauses
17477,c71178,Verbal clauses
17477,c71179,Nominal clauses
17478,c71180,Clauses without predication
17478,c71181,Nominal clauses
17479,c71182,Clauses without predication
17479,c71183,Nominal clauses
17480,c71184,Verbal clauses
17480,c71185,Nominal clauses
17481,c71186,Verbal clauses
17481,c71187,Nominal clauses
17482,c71188,Clauses without predication
17482,c71189,Nominal clauses
17483,c71190,Verbal clauses
17483,c71191,Nominal clauses
17484,c71192,Verbal clauses
17484,c71193,Nominal clauses
17485,c71194,Verbal clauses
17485,c71195,Nominal clauses
17486,c71196,Verbal clauses
17486,c71197,Nominal clauses
17487,c71198,Verbal clauses
17487,c71199,Nominal clauses
17488,c71200,Verbal clauses
17488,c71201,Nominal clauses
17489,c71202,Clauses without predication
17489,c71203,Nominal clauses
17490,c71204,Clauses without predication
17490,c71205,Nominal clauses
17491,c71206,Verbal clauses
17491,c71207,Nominal clauses
17492,c71208,Clauses without predication
17492,c71209,Nominal clauses
17493,c71210,Verbal clauses
17493,c71211,Nominal clauses
17494,c71212,Verbal clauses
17494,c71213,Nominal clauses
17495,c71214,Verbal clauses
17495,c71215,Nominal clauses
17496,c71216,Verbal clauses
17496,c71217,Nominal clauses
17497,c71218,Clauses without predication
17497,c71219,Verbal clauses
17497,c71220,Verbal clauses
17497,c71221,Verbal clauses
17498,c71222,Verbal clauses
17499,c71223,Verbal clauses
17499,c71224,Clauses without predication
17499,c71225,Verbal clauses
17500,c71226,Verbal clauses
17501,c71227,Verbal clauses
17501,c71228,Clauses without predication
17501,c71229,Verbal clauses
17502,c71230,Verbal clauses
17502,c71231,Verbal clauses
17502,c71232,Verbal clauses
17503,c71233,Verbal clauses
17503,c71234,Clauses without predication
17503,c71235,Verbal clauses
17503,c71236,Verbal clauses
17503,c71237,Verbal clauses
17503,c71238,Verbal clauses
17504,c71239,Clauses without predication
17504,c71240,Verbal clauses
17504,c71241,Nominal clauses
17504,c71242,Verbal clauses
17504,c71243,Verbal clauses
17505,c71244,Nominal clauses
17505,c71245,Verbal clauses
17505,c71246,Verbal clauses
17506,c71247,Nominal clauses
17506,c71248,Verbal clauses
17506,c71249,Verbal clauses
17507,c71250,Verbal clauses
17507,c71251,Verbal clauses
17507,c71252,Verbal clauses
17508,c71253,Verbal clauses
17508,c71254,Verbal clauses
17508,c71255,Verbal clauses
17509,c71256,Verbal clauses
17509,c71257,Clauses without predication
17509,c71258,Verbal clauses
17509,c71259,Verbal clauses
17510,c71260,Verbal clauses
17510,c71261,Nominal clauses
17511,c71262,Nominal clauses
17511,c71263,Verbal clauses
17511,c71264,Verbal clauses
17512,c71265,Verbal clauses
17512,c71266,Verbal clauses
17512,c71267,Verbal clauses
17512,c71268,Verbal clauses
17513,c71269,Verbal clauses
17513,c71270,Clauses without predication
17513,c71271,Nominal clauses
17513,c71272,Verbal clauses
17514,c71273,Nominal clauses
17514,c71274,Nominal clauses
17514,c71275,Nominal clauses
17514,c71276,Clauses without predication
17514,c71277,Verbal clauses
17514,c71278,Verbal clauses
17515,c71279,Verbal clauses
17515,c71280,Verbal clauses
17515,c71281,Verbal clauses
17515,c71282,Verbal clauses
17516,c71283,Verbal clauses
17516,c71284,Verbal clauses
17516,c71285,Verbal clauses
17516,c71286,Verbal clauses
17517,c71287,Nominal clauses
17517,c71288,Verbal clauses
17517,c71289,Clauses without predication
17517,c71290,Verbal clauses
17518,c71291,Verbal clauses
17518,c71292,Verbal clauses
17519,c71293,Nominal clauses
17519,c71294,Verbal clauses
17519,c71295,Verbal clauses
17520,c71296,Verbal clauses
17520,c71297,Verbal clauses
17521,c71298,Verbal clauses
17521,c71299,Nominal clauses
17521,c71300,Verbal clauses
17521,c71301,Nominal clauses
17522,c71302,Verbal clauses
17522,c71303,Verbal clauses
17523,c71304,Verbal clauses
17523,c71305,Verbal clauses
17524,c71306,Verbal clauses
17524,c71307,Verbal clauses
17524,c71308,Nominal clauses
17525,c71309,Verbal clauses
17525,c71310,Verbal clauses
17525,c71311,Nominal clauses
17526,c71312,Verbal clauses
17526,c71313,Verbal clauses
17527,c71314,Verbal clauses
17527,c71315,Verbal clauses
17527,c71316,Verbal clauses
17527,c71317,Verbal clauses
17528,c71318,Verbal clauses
17528,c71319,Verbal clauses
17528,c71320,Verbal clauses
17529,c71321,Verbal clauses
17529,c71322,Verbal clauses
17529,c71323,Clauses without predication
17529,c71324,Verbal clauses
17529,c71325,Nominal clauses
17530,c71326,Verbal clauses
17530,c71327,Clauses without predication
17530,c71328,Verbal clauses
17530,c71329,Clauses without predication
17530,c71330,Verbal clauses
17531,c71331,Verbal clauses
17531,c71332,Verbal clauses
17531,c71333,Verbal clauses
17531,c71334,Nominal clauses
17532,c71335,Verbal clauses
17532,c71336,Clauses without predication
17532,c71337,Verbal clauses
17532,c71338,Clauses without predication
17532,c71339,Verbal clauses
17533,c71340,Verbal clauses
17533,c71341,Verbal clauses
17534,c71342,Verbal clauses
17534,c71343,Clauses without predication
17534,c71344,Verbal clauses
17534,c71345,Verbal clauses
17535,c71346,Verbal clauses
17535,c71347,Verbal clauses
17536,c71348,Verbal clauses
17536,c71349,Clauses without predication
17536,c71350,Verbal clauses
17536,c71351,Verbal clauses
17536,c71352,Verbal clauses
17537,c71353,Verbal clauses
17537,c71354,Nominal clauses
17537,c71355,Verbal clauses
17538,c71356,Nominal clauses
17538,c71357,Nominal clauses
17539,c71358,Verbal clauses
17539,c71359,Clauses without predication
17539,c71360,Verbal clauses
17539,c71361,Verbal clauses
17540,c71362,Verbal clauses
17540,c71363,Verbal clauses
17541,c71364,Verbal clauses
17541,c71365,Nominal clauses
17541,c71366,Clauses without predication
17542,c71367,Verbal clauses
17542,c71368,Clauses without predication
17542,c71369,Verbal clauses
17542,c71370,Verbal clauses
17542,c71371,Verbal clauses
17542,c71372,Verbal clauses
17543,c71373,Verbal clauses
17543,c71374,Clauses without predication
17543,c71375,Verbal clauses
17543,c71376,Verbal clauses
17543,c71377,Clauses without predication
17544,c71378,Verbal clauses
17544,c71379,Nominal clauses
17544,c71380,Verbal clauses
17544,c71381,Clauses without predication
17544,c71382,Verbal clauses
