WLCverse,curr,ctype
16554,c68695,Nominal clause
16554,c68696,Zero-imperative-null clause
16554,c68697,Vocative clause
16554,c68698,Zero-imperative-null clause
16554,c68699,Zero-imperative-null clause
16554,c68700,Adjective clause
16555,c68701,Zero-imperative-null clause
16555,c68702,Adjective clause
16555,c68703,Zero-imperative-null clause
16555,c68704,Vocative clause
16555,c68705,Participle clause
16556,c68706,Zero-imperative-null clause
16556,c68707,Vocative clause
16556,c68708,x-yiqtol-null clause
16557,c68709,Zero-imperative-null clause
16557,c68710,x-yiqtol-null clause
16557,c68711,Vocative clause
16557,c68712,x-yiqtol-null clause
16558,c68713,Adjective clause
16558,c68714,Vocative clause
16558,c68715,Adjective clause
16559,c68716,Zero-imperative-null clause
16559,c68717,Vocative clause
16559,c68718,Zero-imperative-null clause
16559,c68719,We-imperative-null clause
16560,c68720,x-yiqtol-null clause
16560,c68721,x-yiqtol-null clause
16561,c68722,Nominal clause
16561,c68723,Vocative clause
16561,c68724,Nominal clause
16562,c68725,X-yiqtol clause
16562,c68726,x-qatal-null clause
16562,c68727,X-yiqtol clause
16562,c68728,We-yiqtol-null clause
16562,c68729,Vocative clause
16562,c68730,We-yiqtol-null clause
16563,c68731,Adjective clause
16563,c68732,Participle clause
16563,c68733,Nominal clause
16564,c68734,Zero-imperative-null clause
16564,c68735,Vocative clause
16564,c68736,Zero-imperative-null clause
16564,c68737,Zero-yiqtol-null clause
16564,c68738,Zero-imperative-null clause
16564,c68739,Infinitive construct clause
16565,c68740,Zero-yiqtol-null clause
16565,c68741,Vocative clause
16565,c68742,Zero-yiqtol-null clause
16565,c68743,We-yiqtol-null clause
16566,c68744,Adjective clause
16566,c68745,We-qatal-null clause
16567,c68746,Vocative clause
16567,c68747,X-qatal clause
16567,c68748,We-X-qatal clause
16567,c68749,We-x-qatal-null clause
16568,c68750,Nominal clause
16568,c68751,Vocative clause
16568,c68752,Nominal clause
16568,c68753,Adjective clause
16569,c68754,Zero-imperative-null clause
16569,c68755,We-imperative-null clause
16569,c68756,Zero-imperative-null clause
16569,c68757,We-imperative-null clause
16570,c68758,Zero-imperative-null clause
16570,c68759,We-yiqtol-X clause
16570,c68760,We-yiqtol-null clause
16570,c68761,X-qatal clause
16570,c68762,Vocative clause
16570,c68763,X-qatal clause
16570,c68764,We-qatal-null clause
16571,c68765,Nominal clause
16571,c68766,Nominal clause
16571,c68767,Nominal clause
16571,c68768,Nominal clause
16572,c68769,Participle clause
16573,c68770,Participle clause
16573,c68771,Vocative clause
16573,c68772,Macrosyntactic sign
16574,c68773,Zero-yiqtol-null clause
16574,c68774,Casus pendens
16574,c68775,X-qatal clause
16575,c68776,We-x-yiqtol-null clause
16575,c68777,X-qatal clause
16575,c68778,We-X-yiqtol clause
16575,c68779,Ellipsis
16576,c68780,X-yiqtol clause
16576,c68781,Infinitive construct clause
16576,c68782,X-qatal clause
16576,c68783,Macrosyntactic sign
16577,c68784,Participle clause
16577,c68785,Nominal clause
16578,c68786,Nominal clause
16578,c68787,Nominal clause
16578,c68788,Nominal clause
16578,c68789,Nominal clause
16578,c68790,Infinitive construct clause
16578,c68791,Nominal clause
16579,c68792,Vocative clause
16579,c68793,x-qatal-null clause
16579,c68794,Nominal clause
16580,c68795,Zero-yiqtol-X clause
16580,c68796,Zero-imperative-null clause
16581,c68797,x-qatal-X clause
16581,c68798,We-X-qatal clause
16582,c68799,Zero-qatal-null clause
16582,c68800,Zero-qatal-null clause
16582,c68801,Nominal clause
16583,c68802,Adjective clause
16583,c68803,x-qatal-null clause
16583,c68804,We-X-qatal clause
16584,c68805,Zero-qatal-null clause
16585,c68806,x-qatal-X clause
16585,c68807,We-x-qatal-null clause
16585,c68808,Macrosyntactic sign
16586,c68809,Zero-qatal-null clause
16586,c68810,Zero-qatal-null clause
16586,c68811,Participle clause
16586,c68812,We-x-yiqtol-null clause
16587,c68813,X-qatal clause
16587,c68814,Zero-qatal-null clause
16587,c68815,Vocative clause
16587,c68816,Zero-qatal-null clause
16587,c68817,Zero-qatal-null clause
16588,c68818,x-yiqtol-null clause
16588,c68819,X-yiqtol clause
16588,c68820,Zero-yiqtol-null clause
16588,c68821,Macrosyntactic sign
16589,c68822,x-yiqtol-X clause
16589,c68823,Ellipsis
16590,c68824,x-yiqtol-X clause
16590,c68825,Ellipsis
16591,c68826,We-X-qatal clause
16591,c68827,Vocative clause
16591,c68828,We-X-qatal clause
16591,c68829,We-X-yiqtol clause
16592,c68830,x-yiqtol-null clause
16592,c68831,Vocative clause
16592,c68832,x-yiqtol-null clause
16592,c68833,Zero-yiqtol-null clause
16593,c68834,Adjective clause
16593,c68835,Adjective clause
16593,c68836,Zero-qatal-null clause
16593,c68837,Zero-yiqtol-null clause
16594,c68838,x-qatal-X clause
16594,c68839,X-qatal clause
16595,c68840,Zero-qatal-null clause
16595,c68841,Zero-qatal-null clause
16596,c68842,Zero-qatal-null clause
16596,c68843,Nominal clause
16597,c68844,Nominal clause
16598,c68845,x-yiqtol-null clause
16598,c68846,x-yiqtol-null clause
16599,c68847,x-qatal-null clause
16599,c68848,X-yiqtol clause
16599,c68849,Casus pendens
16599,c68850,Zero-yiqtol-null clause
16600,c68851,Zero-qatal-null clause
16600,c68852,Zero-qatal-null clause
16601,c68853,x-yiqtol-null clause
16601,c68854,We-qatal-null clause
16601,c68855,Macrosyntactic sign
16602,c68856,We-yiqtol-X clause
16602,c68857,Vocative clause
16602,c68858,Ellipsis
16603,c68859,X-yiqtol clause
16603,c68860,Zero-yiqtol-null clause
16604,c68861,Participle clause
16604,c68862,Participle clause
16605,c68863,Vocative clause
16605,c68864,Nominal clause
16605,c68865,Vocative clause
16605,c68866,Nominal clause
16606,c68867,Participle clause
16606,c68868,Infinitive construct clause
16606,c68869,X-yiqtol clause
16607,c68870,X-qatal clause
16607,c68871,x-qatal-null clause
16608,c68872,Nominal clause
16608,c68873,Nominal clause
16608,c68874,Casus pendens
16608,c68875,X-qatal clause
16609,c68876,Casus pendens
16609,c68877,X-qatal clause
16609,c68878,X-yiqtol clause
16610,c68879,Nominal clause
16610,c68880,Zero-yiqtol-X clause
16610,c68881,Zero-yiqtol-X clause
16611,c68882,Nominal clause
16611,c68883,X-yiqtol clause
16612,c68884,Nominal clause
16612,c68885,Participle clause
16612,c68886,Vocative clause
16612,c68887,x-yiqtol-null clause
16613,c68888,x-yiqtol-null clause
16613,c68889,We-x-yiqtol-null clause
16614,c68890,Nominal clause
16614,c68891,We-x-yiqtol-X clause
16615,c68892,Nominal clause
16615,c68893,Nominal clause
16616,c68894,x-qatal-null clause
16616,c68895,Wayyiqtol-null clause
16616,c68896,Zero-qatal-null clause
16616,c68897,Zero-qatal-null clause
16617,c68898,Zero-qatal-null clause
16617,c68899,x-qatal-null clause
16618,c68900,X-yiqtol clause
16618,c68901,X-yiqtol clause
16619,c68902,x-yiqtol-X clause
16619,c68903,We-X-yiqtol clause
16620,c68904,We-qatal-null clause
16620,c68905,We-x-yiqtol-null clause
16621,c68906,Nominal clause
16621,c68907,We-x-yiqtol-X clause
16622,c68908,We-qatal-null clause
16622,c68909,Ellipsis
16623,c68910,X-yiqtol clause
16623,c68911,Nominal clause
16623,c68912,Nominal clause
16624,c68913,X-yiqtol clause
16624,c68914,Ellipsis
16625,c68915,x-yiqtol-null clause
16625,c68916,Participle clause
16626,c68917,We-qatal-null clause
16626,c68918,Ellipsis
16627,c68919,x-yiqtol-X clause
16627,c68920,We-x-yiqtol-null clause
16628,c68921,x-yiqtol-null clause
16628,c68922,We-x-yiqtol-null clause
16629,c68923,We-qatal-null clause
16629,c68924,Ellipsis
16630,c68925,We-x-yiqtol-null clause
16630,c68926,We-x-yiqtol-null clause
16631,c68927,x-yiqtol-null clause
16631,c68928,We-x-yiqtol-null clause
16632,c68929,x-qatal-null clause
16632,c68930,x-yiqtol-null clause
16633,c68931,X-yiqtol clause
16633,c68932,Nominal clause
16634,c68933,x-yiqtol-null clause
16634,c68934,Participle clause
16634,c68935,Macrosyntactic sign
16635,c68936,We-X-qatal clause
16635,c68937,Wayyiqtol-null clause
16635,c68938,Zero-qatal-null clause
16636,c68939,Zero-qatal-null clause
16636,c68940,Zero-qatal-null clause
16637,c68941,Zero-qatal-null clause
16637,c68942,Zero-qatal-null clause
16638,c68943,Zero-qatal-X clause
16638,c68944,Zero-qatal-null clause
16639,c68945,Zero-qatal-null clause
16639,c68946,Zero-qatal-null clause
16640,c68947,x-yiqtol-null clause
16640,c68948,We-x-qatal-null clause
16641,c68949,Zero-qatal-null clause
16641,c68950,We-x-qatal-null clause
16642,c68951,Zero-qatal-null clause
16642,c68952,Zero-qatal-null clause
16642,c68953,Macrosyntactic sign
16643,c68954,x-yiqtol-null clause
16643,c68955,Vocative clause
16643,c68956,x-yiqtol-null clause
16643,c68957,Zero-yiqtol-X clause
16644,c68958,Zero-imperative-null clause
16644,c68959,Nominal clause
16644,c68960,Nominal clause
16644,c68961,x-qatal-null clause
16645,c68962,Nominal clause
16645,c68963,Zero-yiqtol-null clause
16645,c68964,We-x-yiqtol-null clause
16645,c68965,Zero-yiqtol-null clause
16645,c68966,Macrosyntactic sign
16646,c68967,Nominal clause
16646,c68968,Vocative clause
16646,c68969,Zero-qatal-null clause
16647,c68970,Zero-imperative-null clause
16647,c68971,Vocative clause
16647,c68972,Zero-imperative-null clause
16647,c68973,Infinitive construct clause
16648,c68974,x-qatal-X clause
16648,c68975,Vocative clause
16648,c68976,x-qatal-null clause
16649,c68977,Participle clause
16649,c68978,Nominal clause
16650,c68979,Nominal clause
16650,c68980,Vocative clause
16650,c68981,X-qatal clause
16651,c68982,X-qatal clause
16651,c68983,Wayyiqtol-null clause
16651,c68984,Nominal clause
16652,c68985,Zero-yiqtol-null clause
16652,c68986,Wayyiqtol-null clause
16652,c68987,Zero-imperative-null clause
16652,c68988,Vocative clause
16653,c68989,Nominal clause
16653,c68990,x-yiqtol-null clause
16653,c68991,Nominal clause
16654,c68992,Zero-qatal-null clause
16654,c68993,x-yiqtol-null clause
16654,c68994,Nominal clause
16654,c68995,Zero-yiqtol-null clause
16655,c68996,x-yiqtol-null clause
16655,c68997,We-qatal-null clause
16655,c68998,x-yiqtol-null clause
16655,c68999,We-qatal-null clause
16656,c69000,x-qatal-null clause
16656,c69001,We-x-qatal-null clause
16657,c69002,Zero-qatal-null clause
16657,c69003,Ellipsis
16658,c69004,X-qatal clause
16658,c69005,Zero-qatal-null clause
16659,c69006,Casus pendens
16659,c69007,Nominal clause
16659,c69008,Ellipsis
16659,c69009,Nominal clause
16659,c69010,Ellipsis
16659,c69011,Nominal clause
16659,c69012,x-qatal-null clause
16659,c69013,Wayyiqtol-null clause
16660,c69014,Participle clause
16660,c69015,Nominal clause
16661,c69016,Infinitive construct clause
16661,c69017,x-imperative-null clause
16661,c69018,We-yiqtol-null clause
16662,c69019,Zero-imperative-null clause
16662,c69020,Vocative clause
16662,c69021,Nominal clause
16662,c69022,We-imperative-null clause
16663,c69023,Zero-imperative-null clause
16663,c69024,We-yiqtol-null clause
16663,c69025,We-yiqtol-null clause
16664,c69026,Zero-imperative-null clause
16664,c69027,Zero-qatal-null clause
16664,c69028,Zero-imperative-null clause
16664,c69029,Zero-qatal-null clause
16665,c69030,Zero-yiqtol-X clause
16665,c69031,Ellipsis
16666,c69032,We-yiqtol-X clause
16666,c69033,We-x-imperative-null clause
16666,c69034,Casus pendens
16666,c69035,Zero-imperative-null clause
16667,c69036,Participle clause
16667,c69037,X-yiqtol clause
16668,c69038,Zero-yiqtol-null clause
16668,c69039,Vocative clause
16668,c69040,Zero-yiqtol-null clause
16669,c69041,X-yiqtol clause
16669,c69042,Ellipsis
16670,c69043,x-yiqtol-null clause
16670,c69044,We-x-yiqtol-null clause
16670,c69045,Nominal clause
16671,c69046,x-yiqtol-null clause
16671,c69047,Ellipsis
16671,c69048,Zero-yiqtol-null clause
16672,c69049,Ellipsis
16672,c69050,x-yiqtol-null clause
16672,c69051,Ellipsis
16672,c69052,Zero-yiqtol-null clause
16673,c69053,Zero-yiqtol-X clause
16673,c69054,Ellipsis
16673,c69055,x-yiqtol-null clause
16674,c69056,x-yiqtol-null clause
16674,c69057,We-x-yiqtol-null clause
16675,c69058,Nominal clause
16675,c69059,Vocative clause
16675,c69060,Nominal clause
16675,c69061,x-qatal-null clause
16676,c69062,x-yiqtol-X clause
16676,c69063,We-X-yiqtol clause
16677,c69064,x-yiqtol-null clause
16677,c69065,Infinitive construct clause
16678,c69066,x-yiqtol-null clause
16678,c69067,x-yiqtol-X clause
16679,c69068,x-yiqtol-null clause
16679,c69069,Zero-yiqtol-null clause
16680,c69070,x-qatal-null clause
16680,c69071,We-yiqtol-null clause
16680,c69072,Zero-yiqtol-null clause
16680,c69073,x-qatal-null clause
16681,c69074,Zero-yiqtol-null clause
16681,c69075,We-yiqtol-null clause
16681,c69076,Nominal clause
16681,c69077,Zero-yiqtol-null clause
16681,c69078,We-yiqtol-null clause
16682,c69079,x-yiqtol-null clause
16682,c69080,We-yiqtol-null clause
16683,c69081,Nominal clause
16683,c69082,Nominal clause
16684,c69083,Zero-qatal-X clause
16684,c69084,Infinitive construct clause
16684,c69085,Infinitive construct clause
16684,c69086,Vocative clause
16685,c69087,Infinitive construct clause
16685,c69088,Ellipsis
16686,c69089,Infinitive construct clause
16687,c69090,x-qatal-null clause
16687,c69091,Vocative clause
16687,c69092,x-qatal-null clause
16687,c69093,x-yiqtol-null clause
16688,c69094,x-qatal-X clause
16688,c69095,Vocative clause
16688,c69096,x-qatal-X clause
16689,c69097,X-yiqtol clause
16689,c69098,We-X-yiqtol clause
16690,c69099,Infinitive construct clause
16690,c69100,Wayyiqtol-X clause
16690,c69101,Infinitive construct clause
16691,c69102,Nominal clause
16691,c69103,Vocative clause
16692,c69104,Ellipsis
16692,c69105,Vocative clause
16692,c69106,X-yiqtol clause
16692,c69107,Zero-yiqtol-X clause
16693,c69108,Wayyiqtol-null clause
16693,c69109,Zero-qatal-null clause
16694,c69110,Wayyiqtol-X clause
16694,c69111,Participle clause
16694,c69112,Participle clause
16694,c69113,x-yiqtol-X clause
16695,c69114,X-yiqtol clause
16695,c69115,x-yiqtol-null clause
16696,c69116,Participle clause
16696,c69117,x-yiqtol-null clause
16697,c69118,x-yiqtol-null clause
16697,c69119,x-yiqtol-null clause
16698,c69120,Infinitive construct clause
16698,c69121,Adjective clause
16698,c69122,Nominal clause
16699,c69123,X-qatal clause
16699,c69124,x-qatal-null clause
16699,c69125,Zero-qatal-X clause
16699,c69126,Zero-qatal-null clause
16699,c69127,x-yiqtol-X clause
16699,c69128,x-yiqtol-null clause
16700,c69129,Participle clause
16700,c69130,Nominal clause
16701,c69131,Zero-qatal-X clause
16701,c69132,Vocative clause
16701,c69133,Zero-qatal-X clause
16701,c69134,Zero-yiqtol-X clause
16702,c69135,Adjective clause
16702,c69136,Adjective clause
16703,c69137,X-qatal clause
16703,c69138,x-qatal-X clause
16703,c69139,Vocative clause
16703,c69140,x-qatal-X clause
16704,c69141,Vocative clause
16704,c69142,Vocative clause
16704,c69143,Vocative clause
16704,c69144,Zero-imperative-null clause
16705,c69145,Zero-imperative-null clause
16705,c69146,Vocative clause
16705,c69147,Zero-imperative-null clause
16706,c69148,Ellipsis
16706,c69149,Vocative clause
16706,c69150,X-yiqtol clause
16707,c69151,Zero-yiqtol-null clause
16707,c69152,Zero-yiqtol-null clause
16707,c69153,Zero-yiqtol-X clause
16708,c69154,x-yiqtol-null clause
16708,c69155,Vocative clause
16708,c69156,x-yiqtol-null clause
16708,c69157,We-x-yiqtol-null clause
16709,c69158,x-yiqtol-null clause
16709,c69159,We-x-yiqtol-null clause
16710,c69160,Wayyiqtol-null clause
16710,c69161,x-yiqtol-X clause
16710,c69162,We-x-yiqtol-X clause
16711,c69163,Zero-imperative-null clause
16711,c69164,Vocative clause
16711,c69165,We-x-yiqtol-null clause
16711,c69166,Vocative clause
16711,c69167,We-x-yiqtol-null clause
16712,c69168,Casus pendens
16712,c69169,x-yiqtol-null clause
16712,c69170,Casus pendens
16712,c69171,x-yiqtol-null clause
16713,c69172,Casus pendens
16713,c69173,x-yiqtol-null clause
16713,c69174,Participle clause
16714,c69175,Participle clause
16714,c69176,Nominal clause
16715,c69177,Nominal clause
16715,c69178,x-yiqtol-null clause
16715,c69179,Vocative clause
16715,c69180,We-x-yiqtol-null clause
16716,c69181,Infinitive construct clause
16716,c69182,x-yiqtol-X clause
16717,c69183,x-yiqtol-X clause
16717,c69184,We-x-yiqtol-null clause
16718,c69185,x-yiqtol-X clause
16718,c69186,Ellipsis
16719,c69187,X-yiqtol clause
16719,c69188,X-yiqtol clause
16720,c69189,Nominal clause
16720,c69190,x-qatal-X clause
16721,c69191,x-qatal-null clause
16721,c69192,Zero-qatal-X clause
16721,c69193,X-yiqtol clause
16721,c69194,Vocative clause
16721,c69195,X-yiqtol clause
16722,c69196,X-yiqtol clause
16723,c69197,x-yiqtol-X clause
16723,c69198,Participle clause
16724,c69199,Zero-yiqtol-null clause
16724,c69200,We-x-yiqtol-null clause
16725,c69201,Wayyiqtol-X clause
16725,c69202,Ellipsis
16726,c69203,Wayyiqtol-null clause
16726,c69204,We-x-yiqtol-null clause
16726,c69205,Zero-yiqtol-X clause
16727,c69206,Zero-imperative-null clause
16727,c69207,Zero-yiqtol-null clause
16727,c69208,Zero-yiqtol-null clause
16728,c69209,Zero-yiqtol-null clause
16728,c69210,x-yiqtol-null clause
16729,c69211,Nominal clause
16729,c69212,Nominal clause
16730,c69213,Nominal clause
16730,c69214,Nominal clause
16731,c69215,Nominal clause
16731,c69216,We-X-qatal clause
16731,c69217,We-X-qatal clause
16732,c69218,Zero-imperative-null clause
16732,c69219,Zero-yiqtol-null clause
16732,c69220,We-yiqtol-null clause
16732,c69221,Zero-yiqtol-null clause
16732,c69222,Participle clause
16733,c69223,Nominal clause
16733,c69224,Nominal clause
16733,c69225,Extraposition
16733,c69226,x-yiqtol-null clause
16734,c69227,x-yiqtol-null clause
16734,c69228,Ellipsis
16735,c69229,x-qatal-X clause
16735,c69230,Zero-qatal-null clause
16735,c69231,x-qatal-null clause
16736,c69232,x-yiqtol-null clause
16736,c69233,Wayyiqtol-null clause
16736,c69234,Nominal clause
16736,c69235,We-X-qatal clause
16737,c69236,x-qatal-null clause
16737,c69237,x-yiqtol-null clause
16738,c69238,Zero-imperative-null clause
16738,c69239,Zero-imperative-null clause
16738,c69240,Vocative clause
16739,c69241,Zero-imperative-null clause
16739,c69242,Zero-imperative-null clause
16739,c69243,Zero-imperative-null clause
16740,c69244,Zero-imperative-null clause
16740,c69245,Ellipsis
16741,c69246,Adjective clause
16741,c69247,Adjective clause
16741,c69248,Participle clause
16742,c69249,Nominal clause
16742,c69250,We-X-qatal clause
16743,c69251,Nominal clause
16743,c69252,Nominal clause
16744,c69253,Zero-imperative-null clause
16744,c69254,Vocative clause
16744,c69255,Zero-imperative-null clause
16745,c69256,Zero-imperative-null clause
16745,c69257,Zero-imperative-null clause
16745,c69258,We-imperative-null clause
16746,c69259,Zero-imperative-null clause
16746,c69260,Zero-imperative-null clause
16746,c69261,Vocative clause
16747,c69262,Zero-imperative-null clause
16747,c69263,X-qatal clause
16747,c69264,x-yiqtol-X clause
16747,c69265,x-yiqtol-null clause
16747,c69266,Zero-yiqtol-null clause
16748,c69267,Zero-yiqtol-X clause
16748,c69268,We-yiqtol-X clause
16748,c69269,Zero-yiqtol-X clause
16749,c69270,Zero-yiqtol-X clause
16749,c69271,Nominal clause
16749,c69272,x-yiqtol-X clause
16750,c69273,Ellipsis
16750,c69274,x-qatal-null clause
16750,c69275,x-qatal-null clause
16750,c69276,Infinitive construct clause
16750,c69277,Zero-yiqtol-null clause
16750,c69278,Ellipsis
16751,c69279,X-qatal clause
16751,c69280,Zero-yiqtol-X clause
16751,c69281,Zero-yiqtol-X clause
16752,c69282,Nominal clause
16752,c69283,Nominal clause
16753,c69284,X-yiqtol clause
16753,c69285,We-yiqtol-null clause
16754,c69286,Zero-qatal-X clause
16754,c69287,Zero-qatal-null clause
16754,c69288,Wayyiqtol-X clause
16755,c69289,X-qatal clause
16756,c69290,Zero-qatal-X clause
16756,c69291,We-qatal-X clause
16757,c69292,Zero-yiqtol-X clause
16757,c69293,Participle clause
16757,c69294,Zero-imperative-null clause
16757,c69295,Vocative clause
16758,c69296,Zero-qatal-null clause
16758,c69297,Wayyiqtol-X clause
16758,c69298,Wayyiqtol-X clause
16758,c69299,Vocative clause
16759,c69300,Nominal clause
16759,c69301,Vocative clause
16759,c69302,Nominal clause
16759,c69303,x-qatal-null clause
16760,c69304,Vocative clause
16760,c69305,Zero-imperative-null clause
16760,c69306,Participle clause
16760,c69307,X-yiqtol clause
16761,c69308,Participle clause
16761,c69309,Ellipsis
16762,c69310,Zero-imperative-null clause
16762,c69311,Vocative clause
16762,c69312,Zero-imperative-null clause
16762,c69313,We-imperative-null clause
16763,c69314,Nominal clause
16763,c69315,Zero-imperative-null clause
16763,c69316,x-qatal-null clause
16763,c69317,Zero-qatal-X clause
16764,c69318,Zero-qatal-X clause
16764,c69319,x-qatal-null clause
16765,c69320,Zero-qatal-null clause
16765,c69321,Zero-qatal-X clause
16766,c69322,Zero-imperative-null clause
16766,c69323,Vocative clause
16766,c69324,Zero-imperative-null clause
16766,c69325,We-imperative-null clause
16766,c69326,We-imperative-null clause
16767,c69327,Zero-imperative-null clause
16767,c69328,Ellipsis
16768,c69329,Ellipsis
16768,c69330,Zero-imperative-null clause
16769,c69331,Zero-yiqtol-X clause
16769,c69332,Ellipsis
16770,c69333,X-yiqtol clause
16770,c69334,X-yiqtol clause
16771,c69335,Ellipsis
16771,c69336,x-qatal-null clause
16771,c69337,Infinitive construct clause
16771,c69338,Zero-yiqtol-null clause
16771,c69339,Ellipsis
16772,c69340,X-qatal clause
16772,c69341,Zero-yiqtol-X clause
16772,c69342,Participle clause
16772,c69343,Zero-yiqtol-X clause
16773,c69344,Adjective clause
16773,c69345,Adjective clause
16774,c69346,Zero-yiqtol-null clause
16774,c69347,Adjective clause
16775,c69348,We-X-qatal clause
16775,c69349,X-qatal clause
16775,c69350,X-qatal clause
16776,c69351,Zero-imperative-null clause
16776,c69352,We-imperative-null clause
16776,c69353,Adjective clause
16777,c69354,Nominal clause
16777,c69355,Nominal clause
16777,c69356,Participle clause
16777,c69357,We-X-yiqtol clause
16778,c69358,x-yiqtol-null clause
16778,c69359,Zero-qatal-null clause
16778,c69360,Zero-qatal-null clause
16779,c69361,Vocative clause
16779,c69362,X-qatal clause
16779,c69363,x-qatal-null clause
16779,c69364,Participle clause
16780,c69365,Zero-imperative-null clause
16780,c69366,We-imperative-null clause
16780,c69367,Adjective clause
16781,c69368,Nominal clause
16781,c69369,Zero-imperative-null clause
16781,c69370,Vocative clause
16782,c69371,Zero-imperative-null clause
16782,c69372,Zero-imperative-null clause
16783,c69373,Zero-imperative-null clause
16783,c69374,Casus pendens
16783,c69375,Nominal clause
16783,c69376,X-qatal clause
16783,c69377,Nominal clause
16784,c69378,Zero-imperative-null clause
16784,c69379,Ellipsis
16784,c69380,Zero-imperative-null clause
16784,c69381,Zero-imperative-null clause
16785,c69382,Adjective clause
16785,c69383,Nominal clause
16785,c69384,Nominal clause
16786,c69385,Nominal clause
16786,c69386,Nominal clause
16786,c69387,x-yiqtol-null clause
16786,c69388,x-yiqtol-null clause
16786,c69389,Vocative clause
16786,c69390,x-yiqtol-null clause
16787,c69391,Zero-yiqtol-null clause
16787,c69392,x-yiqtol-null clause
16787,c69393,Zero-yiqtol-null clause
16788,c69394,x-yiqtol-null clause
16788,c69395,Infinitive construct clause
16788,c69396,x-qatal-null clause
16788,c69397,x-yiqtol-null clause
16789,c69398,X-yiqtol clause
16789,c69399,x-yiqtol-null clause
16790,c69400,Casus pendens
16790,c69401,x-yiqtol-null clause
16790,c69402,Casus pendens
16790,c69403,x-yiqtol-null clause
16791,c69404,Nominal clause
16791,c69405,Infinitive construct clause
16791,c69406,Casus pendens
16791,c69407,X-yiqtol clause
16792,c69408,x-yiqtol-X clause
16792,c69409,Participle clause
16792,c69410,Participle clause
16792,c69411,X-yiqtol clause
16793,c69412,x-yiqtol-null clause
16793,c69413,Infinitive construct clause
16794,c69414,Nominal clause
16794,c69415,x-yiqtol-null clause
16794,c69416,We-x-yiqtol-null clause
16795,c69417,Vocative clause
16795,c69418,Zero-imperative-null clause
16795,c69419,We-X-yiqtol clause
16796,c69420,x-yiqtol-null clause
16796,c69421,x-imperative-null clause
16796,c69422,Zero-qatal-null clause
16796,c69423,x-imperative-null clause
16796,c69424,x-imperative-null clause
16796,c69425,Zero-yiqtol-null clause
16796,c69426,x-imperative-null clause
16796,c69427,Zero-imperative-null clause
16797,c69428,x-qatal-X clause
16797,c69429,We-X-qatal clause
16798,c69430,Zero-qatal-null clause
16798,c69431,Wayyiqtol-X clause
16798,c69432,x-qatal-null clause
16798,c69433,Infinitive construct clause
16799,c69434,x-qatal-X clause
16800,c69435,Zero-qatal-null clause
16800,c69436,Zero-qatal-null clause
16801,c69437,Zero-qatal-null clause
16801,c69438,Wayyiqtol-null clause
16801,c69439,Participle clause
16802,c69440,x-qatal-X clause
16802,c69441,X-qatal clause
16803,c69442,x-qatal-null clause
16803,c69443,We-x-qatal-null clause
16804,c69444,Ellipsis
16804,c69445,x-qatal-null clause
16804,c69446,Wayyiqtol-null clause
16805,c69447,Nominal clause
16805,c69448,We-X-yiqtol clause
16806,c69449,We-X-yiqtol clause
16806,c69450,Vocative clause
16806,c69451,We-X-yiqtol clause
16806,c69452,Nominal clause
16807,c69453,X-yiqtol clause
16807,c69454,Zero-yiqtol-null clause
16807,c69455,Nominal clause
16807,c69456,Infinitive construct clause
16807,c69457,x-qatal-X clause
16808,c69458,x-qatal-X clause
16808,c69459,We-x-yiqtol-null clause
16809,c69460,We-yiqtol-X clause
16809,c69461,Ellipsis
16810,c69462,x-qatal-X clause
16810,c69463,Zero-qatal-null clause
16811,c69464,Zero-qatal-null clause
16811,c69465,We-x-qatal-null clause
16812,c69466,Zero-yiqtol-X clause
16812,c69467,We-X-yiqtol clause
16813,c69468,x-qatal-null clause
16813,c69469,X-qatal clause
16814,c69470,Infinitive construct clause
16814,c69471,Infinitive construct clause
16815,c69472,Infinitive construct clause
16815,c69473,Ellipsis
16816,c69474,Infinitive construct clause
16816,c69475,Ellipsis
16816,c69476,Infinitive construct clause
16817,c69477,Zero-qatal-null clause
16817,c69478,Zero-qatal-null clause
16818,c69479,Zero-yiqtol-null clause
16818,c69480,Vocative clause
16818,c69481,x-yiqtol-null clause
16818,c69482,Nominal clause
16819,c69483,x-qatal-null clause
16819,c69484,Nominal clause
16820,c69485,X-yiqtol clause
16820,c69486,We-X-yiqtol clause
16820,c69487,We-X-yiqtol clause
16820,c69488,x-yiqtol-null clause
16820,c69489,We-yiqtol-null clause
16821,c69490,Nominal clause
16821,c69491,We-X-yiqtol clause
16822,c69492,X-yiqtol clause
16822,c69493,We-X-yiqtol clause
16823,c69494,Nominal clause
16823,c69495,Zero-imperative-null clause
16823,c69496,Vocative clause
16823,c69497,Zero-imperative-null clause
16823,c69498,Ellipsis
16823,c69499,Vocative clause
16823,c69500,Ellipsis
16824,c69501,Zero-imperative-null clause
16824,c69502,Vocative clause
16824,c69503,Zero-imperative-null clause
16824,c69504,We-x-yiqtol-null clause
16825,c69505,Participle clause
16825,c69506,Participle clause
16826,c69507,Participle clause
16826,c69508,Participle clause
16827,c69509,Participle clause
16827,c69510,Zero-yiqtol-X clause
16828,c69511,Participle clause
16828,c69512,Ellipsis
16829,c69513,Zero-yiqtol-null clause
16829,c69514,Ellipsis
16830,c69515,Adjective clause
16830,c69516,Adjective clause
16831,c69517,x-yiqtol-null clause
